      0.1     -4.6123   -0.1936   -3.8940   -2.3037      
      0.2     -6.4580   -0.8196   -8.1672   -3.5258  
      0.3     -9.1636   -1.9755   -13.5804   -4.4469  
      0.4     -12.5121   -3.6770   -20.2142   -5.0849  
      0.5     -16.4416   -5.9296   -28.0746   -5.3996  
      0.6     -20.9366   -8.7356   -37.1393   -5.3323  
      0.7     -25.9923   -12.0962   -47.3817   -4.8220  
      0.8     -31.6067   -16.0120   -58.7735   -3.8083  
      0.9     -37.7792   -20.4834   -71.2874   -2.2325  
      1.0     -44.4616   -25.5107   -84.9683   -0.1070  
      1.1     -51.7480   -31.0941   -99.6513   2.7614  
      1.2     -59.5911   -37.2336   -115.3801   6.3644  
      1.3     -67.9910   -43.9293   -132.1302   10.7600  
      1.4     -76.9475   -51.1814   -149.8776   16.0070  
      1.5     -86.4986   -58.9898   -168.5303   22.2441  
      1.6     -96.5693   -67.3545   -188.2002   29.3782  
      1.7     -107.1967   -76.2756   -208.7994   37.5440  
      1.8     -118.3808   -85.7532   -230.3065   46.8032  
      1.9     -130.1215   -95.7872   -252.6999   57.2199  
      2.0     -142.4187   -106.3776   -275.9588   68.8584  
      2.1     -155.2725   -117.5245   -300.0624   81.7859  
      2.2     -168.6829   -129.2278   -324.9893   96.0717  
      2.3     -182.6500   -141.4877   -350.7195   111.7864  
      2.4     -197.1736   -154.3040   -377.2325   129.0031  
      2.5     -212.2537   -167.6768   -404.5088   147.7963  
      2.6     -227.8904   -181.6061   -432.5277   168.2444  
      2.7     -244.0836   -196.0918   -461.2696   190.4276  
      2.8     -260.8334   -211.1341   -490.7150   214.4290  
      2.9     -278.1398   -226.7329   -520.8432   240.3359  
      3.0     -296.0026   -242.8881   -551.6373   268.2337  
      3.1     -314.4220   -259.5999   -583.0751   298.2191  
      3.2     -333.3980   -276.8681   -615.1380   330.3862  
      3.3     -352.9306   -294.6929   -647.8073   364.8345  
      3.4     -373.0196   -313.0742   -681.0644   401.6651  
      3.5     -393.6652   -332.0120   -714.8885   440.9885  
      3.6     -414.8673   -351.5063   -749.2626   482.9143  
      3.7     -436.6260   -371.5571   -784.1665   527.5574  
      3.8     -458.9412   -392.1645   -819.5817   575.0401  
      3.9     -481.8129   -413.3283   -855.4896   625.4872  
      4.0     -505.2412   -435.0487   -891.8720   679.0272  
      4.1     -529.2260   -457.3255   -928.7091   735.7975  
      4.2     -553.7673   -480.1590   -965.9837   795.9370  
      4.3     -578.8652   -503.5488   -1003.6780   859.5922  
      4.4     -604.5196   -527.4953   -1041.7714   926.9193  
      4.5     -630.7305   -551.9982   -1080.2490   998.0730  
      4.6     -657.4980   -577.0577   -1119.0900   1073.2222  
      4.7     -684.8220   -602.6736   -1158.2783   1152.5375  
      4.8     -712.7025   -628.8462   -1197.7969   1236.2004  
      4.9     -741.1395   -655.5752   -1237.6232   1324.3964  
      5.0     -770.1331   -682.8607   -1277.7470   1417.3252  
      5.1     -799.6831   -710.7028   -1318.1400   1515.1846  
      5.2     -829.7898   -739.1013   -1358.8029   1618.1943  
      5.3     -860.4529   -768.0564   -1399.6945   1726.5684  
      5.4     -891.6726   -797.5680   -1440.8180   1840.5424  
      5.5     -923.4488   -827.6362   -1482.1579   1960.3561  
      5.6     -955.7816   -858.2608   -1523.6726   2086.2627  
      5.7     -988.6708   -889.4420   -1565.3693   2218.5202  
      5.8     -1022.1166   -921.1797   -1607.2288   2357.4064  
      5.9     -1056.1189   -953.4739   -1649.2451   2503.2080  
      6.0     -1090.6288   -986.2972   -1691.7464   2654.5400  
      6.1     -1125.9842   -1019.7202   -1732.4750   2821.6762  
      6.2     -1161.8838   -1053.6988   -1773.3227   2997.0193  
      6.3     -1198.3227   -1088.2327   -1814.2941   3180.7520  
      6.4     -1235.2963   -1123.3216   -1855.4322   3373.0431  
      6.5     -1272.7997   -1158.9654   -1896.7438   3574.0280  
      6.6     -1310.8282   -1195.1636   -1938.3152   3783.8163  
      6.7     -1349.3769   -1231.9160   -1980.0782   4002.4960  
      6.8     -1388.4413   -1269.2223   -2022.1012   4230.1342  
      6.9     -1428.0322   -1307.0832   -2064.3734   4467.3745  
      7.0     -1468.1752   -1345.5003   -2106.6157   4715.6575  
      7.1     -1508.8153   -1384.4132   -2149.5672   4971.2934  
      7.2     -1550.0728   -1423.9422   -2191.7483   5243.3354  
      7.3     -1591.8884   -1464.0278   -2233.8453   5528.2217  
      7.4     -1634.2625   -1504.6698   -2275.8782   5826.5271  
      7.5     -1677.1953   -1545.8683   -2317.7633   6138.8924  
      7.6     -1720.6875   -1587.6234   -2359.5292   6465.9681  
      7.7     -1764.7394   -1629.9351   -2401.1642   6808.4541  
      7.8     -1809.3517   -1672.8032   -2442.6331   7167.0543  
      7.9     -1854.5251   -1716.2279   -2483.9026   7542.6301  
      8.0     -1898.622   -1760.1617   -2539.1703   7818.9764  
      8.1     -1946.5580   -1804.7468   -2565.9344   8347.9434  
      8.2     -1993.4193   -1849.8410   -2606.5702   8779.5361  
      8.3     -2040.8451   -1895.4917   -2646.9174   9231.7961  
      8.4     -2088.8366   -1941.6989   -2687.0005   9705.7870  
      8.5     -2137.3949   -1988.4628   -2726.7835   10202.6524  
      8.6     -2186.5214   -2035.7831   -2766.2514   10723.7283  
      8.7     -2236.2176   -2083.6600   -2805.3479   11270.2930  
      8.8     -2286.4850   -2132.0933   -2844.0766   11843.8666  
      8.9         0.0          0.0      -2844.0766   11843.8666  
      9.0         0.0          0.0      -2844.0766   11843.8666  
      10.0    -2933.5564   -2756.7025   -3281.2439   21297.6851  
      14.0    -5676.2972   -5417.5158   -4310.1766   144399.039
